# Logfile created on 2026-03-25 23:00:47 +0100 by logger.rb/v1.5.3
2026-03-25 23:00:47 +0100: Memory Usage (437032K) : Starting running IHP-SG13G2 KLayout DRC runset on /foss/designs/Design/xschem/IHP__OPA2251/OPA2251-main/layout/klayout/HPA_project_wrapper.gds
2026-03-25 23:00:47 +0100: Memory Usage (437032K) : Ruby Version for klayout: 3.2.3
2026-03-25 23:00:47 +0100: Memory Usage (451544K) : Loading database to memory is complete.
2026-03-25 23:00:47 +0100: Memory Usage (452304K) : IHP-SG13G2 KLayout DRC runset output at: /foss/designs/Design/xschem/IHP__OPA2251/OPA2251-main/layout/klayout/drc_run_HPA/HPA_project_wrapper_HPA_topmetal1filler.lyrdb
2026-03-25 23:00:47 +0100: Memory Usage (452304K) : Evaluate switches.
2026-03-25 23:00:47 +0100: Memory Usage (452304K) : tables selected: topmetal1filler
2026-03-25 23:00:47 +0100: Memory Usage (452304K) : KLayout will use 4 thread(s) in tiled mode.
2026-03-25 23:00:47 +0100: Memory Usage (452304K) : flat mode is enabled.
2026-03-25 23:00:47 +0100: Memory Usage (452304K) : FEOL enabled: false
2026-03-25 23:00:47 +0100: Memory Usage (452304K) : BEOL enabled: false
2026-03-25 23:00:47 +0100: Memory Usage (452304K) : OFFGRID enabled: true
2026-03-25 23:00:47 +0100: Memory Usage (452304K) : PIN enabled: false
2026-03-25 23:00:47 +0100: Memory Usage (452304K) : FORBIDDEN enabled: false
2026-03-25 23:00:47 +0100: Memory Usage (452304K) : RECOMMENDED enabled: true
2026-03-25 23:00:47 +0100: Memory Usage (452304K) : PreCheck DRC enabled: false
2026-03-25 23:00:47 +0100: Memory Usage (452304K) : CONNECTIVITY_RULES enabled: false.
2026-03-25 23:00:47 +0100: Memory Usage (452304K) : Read in polygons from layers.
2026-03-25 23:00:47 +0100: Memory Usage (454488K) : activ_drw has 198 polygons
2026-03-25 23:00:47 +0100: Memory Usage (454488K) : activ_pin has 0 polygons
2026-03-25 23:00:47 +0100: Memory Usage (454488K) : activ_mask has 0 polygons
2026-03-25 23:00:47 +0100: Memory Usage (454488K) : activ_filler has 0 polygons
2026-03-25 23:00:47 +0100: Memory Usage (454488K) : activ_nofill has 0 polygons
2026-03-25 23:00:47 +0100: Memory Usage (454488K) : activ_opc has 0 polygons
2026-03-25 23:00:47 +0100: Memory Usage (454488K) : activ_iopc has 0 polygons
2026-03-25 23:00:47 +0100: Memory Usage (454488K) : activ_noqrc has 0 polygons
2026-03-25 23:00:47 +0100: Memory Usage (454488K) : biwind_drw has 0 polygons
2026-03-25 23:00:47 +0100: Memory Usage (454488K) : biwind_opc has 0 polygons
2026-03-25 23:00:47 +0100: Memory Usage (454488K) : pemwind_drw has 0 polygons
2026-03-25 23:00:47 +0100: Memory Usage (454920K) : gatpoly_drw has 108 polygons
2026-03-25 23:00:47 +0100: Memory Usage (454920K) : gatpoly_pin has 124 polygons
2026-03-25 23:00:47 +0100: Memory Usage (454920K) : gatpoly_filler has 0 polygons
2026-03-25 23:00:47 +0100: Memory Usage (454920K) : gatpoly_nofill has 0 polygons
2026-03-25 23:00:47 +0100: Memory Usage (454920K) : gatpoly_opc has 0 polygons
2026-03-25 23:00:47 +0100: Memory Usage (454920K) : gatpoly_iopc has 0 polygons
2026-03-25 23:00:47 +0100: Memory Usage (454920K) : gatpoly_noqrc has 0 polygons
2026-03-25 23:00:48 +0100: Memory Usage (459408K) : cont_drw has 16803 polygons
2026-03-25 23:00:48 +0100: Memory Usage (459408K) : cont_opc has 0 polygons
2026-03-25 23:00:48 +0100: Memory Usage (459408K) : nsd_drw has 0 polygons
2026-03-25 23:00:48 +0100: Memory Usage (459408K) : nsd_block has 0 polygons
2026-03-25 23:00:48 +0100: Memory Usage (459408K) : metal1_drw has 390 polygons
2026-03-25 23:00:48 +0100: Memory Usage (459408K) : metal1_pin has 515 polygons
2026-03-25 23:00:48 +0100: Memory Usage (459408K) : metal1_mask has 0 polygons
2026-03-25 23:00:48 +0100: Memory Usage (459408K) : metal1_filler has 0 polygons
2026-03-25 23:00:48 +0100: Memory Usage (459408K) : metal1_nofill has 0 polygons
2026-03-25 23:00:48 +0100: Memory Usage (459408K) : metal1_slit has 0 polygons
2026-03-25 23:00:48 +0100: Memory Usage (459408K) : metal1_text has 0 polygons
2026-03-25 23:00:48 +0100: Memory Usage (459408K) : metal1_opc has 0 polygons
2026-03-25 23:00:48 +0100: Memory Usage (459408K) : metal1_noqrc has 0 polygons
2026-03-25 23:00:48 +0100: Memory Usage (459408K) : metal1_res has 0 polygons
