# Logfile created on 2026-03-25 23:00:47 +0100 by logger.rb/v1.5.3
2026-03-25 23:00:47 +0100: Memory Usage (437540K) : Starting running IHP-SG13G2 KLayout DRC runset on /foss/designs/Design/xschem/IHP__OPA2251/OPA2251-main/layout/klayout/HPA_project_wrapper.gds
2026-03-25 23:00:47 +0100: Memory Usage (437540K) : Ruby Version for klayout: 3.2.3
2026-03-25 23:00:48 +0100: Memory Usage (452144K) : Loading database to memory is complete.
2026-03-25 23:00:48 +0100: Memory Usage (452144K) : IHP-SG13G2 KLayout DRC runset output at: /foss/designs/Design/xschem/IHP__OPA2251/OPA2251-main/layout/klayout/drc_run_HPA/HPA_project_wrapper_HPA_topmetal1.lyrdb
2026-03-25 23:00:48 +0100: Memory Usage (452144K) : Evaluate switches.
2026-03-25 23:00:48 +0100: Memory Usage (452144K) : tables selected: topmetal1
2026-03-25 23:00:48 +0100: Memory Usage (452144K) : KLayout will use 4 thread(s) in tiled mode.
2026-03-25 23:00:48 +0100: Memory Usage (452144K) : flat mode is enabled.
2026-03-25 23:00:48 +0100: Memory Usage (452144K) : FEOL enabled: false
2026-03-25 23:00:48 +0100: Memory Usage (452144K) : BEOL enabled: false
2026-03-25 23:00:48 +0100: Memory Usage (452144K) : OFFGRID enabled: true
2026-03-25 23:00:48 +0100: Memory Usage (452144K) : PIN enabled: false
2026-03-25 23:00:48 +0100: Memory Usage (452144K) : FORBIDDEN enabled: false
2026-03-25 23:00:48 +0100: Memory Usage (452144K) : RECOMMENDED enabled: true
2026-03-25 23:00:48 +0100: Memory Usage (452144K) : PreCheck DRC enabled: false
2026-03-25 23:00:48 +0100: Memory Usage (452144K) : CONNECTIVITY_RULES enabled: false.
2026-03-25 23:00:48 +0100: Memory Usage (452144K) : Read in polygons from layers.
2026-03-25 23:00:48 +0100: Memory Usage (455108K) : activ_drw has 198 polygons
2026-03-25 23:00:48 +0100: Memory Usage (455108K) : activ_pin has 0 polygons
2026-03-25 23:00:48 +0100: Memory Usage (455108K) : activ_mask has 0 polygons
2026-03-25 23:00:48 +0100: Memory Usage (455108K) : activ_filler has 0 polygons
2026-03-25 23:00:48 +0100: Memory Usage (455108K) : activ_nofill has 0 polygons
2026-03-25 23:00:48 +0100: Memory Usage (455108K) : activ_opc has 0 polygons
2026-03-25 23:00:48 +0100: Memory Usage (455108K) : activ_iopc has 0 polygons
2026-03-25 23:00:48 +0100: Memory Usage (455108K) : activ_noqrc has 0 polygons
2026-03-25 23:00:48 +0100: Memory Usage (455108K) : biwind_drw has 0 polygons
2026-03-25 23:00:48 +0100: Memory Usage (455108K) : biwind_opc has 0 polygons
2026-03-25 23:00:48 +0100: Memory Usage (455108K) : pemwind_drw has 0 polygons
2026-03-25 23:00:48 +0100: Memory Usage (455752K) : gatpoly_drw has 108 polygons
2026-03-25 23:00:48 +0100: Memory Usage (455752K) : gatpoly_pin has 124 polygons
2026-03-25 23:00:48 +0100: Memory Usage (455752K) : gatpoly_filler has 0 polygons
2026-03-25 23:00:48 +0100: Memory Usage (455752K) : gatpoly_nofill has 0 polygons
2026-03-25 23:00:48 +0100: Memory Usage (455752K) : gatpoly_opc has 0 polygons
2026-03-25 23:00:48 +0100: Memory Usage (455752K) : gatpoly_iopc has 0 polygons
2026-03-25 23:00:48 +0100: Memory Usage (455752K) : gatpoly_noqrc has 0 polygons
2026-03-25 23:00:48 +0100: Memory Usage (460240K) : cont_drw has 16803 polygons
2026-03-25 23:00:48 +0100: Memory Usage (460240K) : cont_opc has 0 polygons
2026-03-25 23:00:48 +0100: Memory Usage (460240K) : nsd_drw has 0 polygons
2026-03-25 23:00:48 +0100: Memory Usage (460240K) : nsd_block has 0 polygons
2026-03-25 23:00:48 +0100: Memory Usage (460240K) : metal1_drw has 390 polygons
2026-03-25 23:00:48 +0100: Memory Usage (460240K) : metal1_pin has 515 polygons
2026-03-25 23:00:48 +0100: Memory Usage (460240K) : metal1_mask has 0 polygons
2026-03-25 23:00:48 +0100: Memory Usage (460240K) : metal1_filler has 0 polygons
2026-03-25 23:00:48 +0100: Memory Usage (460240K) : metal1_nofill has 0 polygons
2026-03-25 23:00:48 +0100: Memory Usage (460240K) : metal1_slit has 0 polygons
2026-03-25 23:00:48 +0100: Memory Usage (460240K) : metal1_text has 0 polygons
2026-03-25 23:00:48 +0100: Memory Usage (460240K) : metal1_opc has 0 polygons
2026-03-25 23:00:48 +0100: Memory Usage (460240K) : metal1_noqrc has 0 polygons
2026-03-25 23:00:48 +0100: Memory Usage (460240K) : metal1_res has 0 polygons
2026-03-25 23:00:48 +0100: Memory Usage (460240K) : metal1_iprobe has 0 polygons
2026-03-25 23:00:48 +0100: Memory Usage (460240K) : metal1_diffprb has 0 polygons
2026-03-25 23:00:48 +0100: Memory Usage (460240K) : passiv_drw has 0 polygons
2026-03-25 23:00:48 +0100: Memory Usage (460240K) : passiv_pin has 0 polygons
2026-03-25 23:00:48 +0100: Memory Usage (460240K) : passiv_sbump has 0 polygons
2026-03-25 23:00:48 +0100: Memory Usage (460240K) : passiv_pillar has 0 polygons
2026-03-25 23:00:48 +0100: Memory Usage (460240K) : passiv_pdl has 0 polygons
2026-03-25 23:00:48 +0100: Memory Usage (460240K) : metal2_drw has 95 polygons
2026-03-25 23:00:48 +0100: Memory Usage (460240K) : metal2_pin has 11 polygons
2026-03-25 23:00:48 +0100: Memory Usage (460240K) : metal2_mask has 0 polygons
2026-03-25 23:00:48 +0100: Memory Usage (460240K) : metal2_filler has 0 polygons
2026-03-25 23:00:48 +0100: Memory Usage (460240K) : metal2_nofill has 0 polygons
2026-03-25 23:00:48 +0100: Memory Usage (460240K) : metal2_slit has 0 polygons
2026-03-25 23:00:48 +0100: Memory Usage (460240K) : metal2_text has 0 polygons
2026-03-25 23:00:48 +0100: Memory Usage (460240K) : metal2_opc has 0 polygons
2026-03-25 23:00:48 +0100: Memory Usage (460240K) : metal2_noqrc has 0 polygons
2026-03-25 23:00:48 +0100: Memory Usage (460240K) : metal2_res has 0 polygons
2026-03-25 23:00:48 +0100: Memory Usage (460240K) : metal2_iprobe has 0 polygons
2026-03-25 23:00:48 +0100: Memory Usage (460240K) : metal2_diffprb has 0 polygons
2026-03-25 23:00:48 +0100: Memory Usage (460240K) : baspoly_drw has 0 polygons
2026-03-25 23:00:48 +0100: Memory Usage (460240K) : baspoly_pin has 0 polygons
2026-03-25 23:00:48 +0100: Memory Usage (460676K) : psd_drw has 24 polygons
2026-03-25 23:00:48 +0100: Memory Usage (460676K) : nldb_drw has 0 polygons
2026-03-25 23:00:48 +0100: Memory Usage (460676K) : digibnd_drw has 0 polygons
2026-03-25 23:00:48 +0100: Memory Usage (462260K) : via1_drw has 9590 polygons
2026-03-25 23:00:48 +0100: Memory Usage (462260K) : backmetal1_drw has 0 polygons
2026-03-25 23:00:48 +0100: Memory Usage (462260K) : backmetal1_pin has 0 polygons
2026-03-25 23:00:48 +0100: Memory Usage (462260K) : backmetal1_mask has 0 polygons
2026-03-25 23:00:48 +0100: Memory Usage (462260K) : backmetal1_filler has 0 polygons
2026-03-25 23:00:48 +0100: Memory Usage (462260K) : backmetal1_nofill has 0 polygons
2026-03-25 23:00:48 +0100: Memory Usage (462260K) : backmetal1_slit has 0 polygons
2026-03-25 23:00:48 +0100: Memory Usage (462260K) : backmetal1_text has 0 polygons
2026-03-25 23:00:48 +0100: Memory Usage (462260K) : backmetal1_opc has 0 polygons
2026-03-25 23:00:48 +0100: Memory Usage (462260K) : backmetal1_noqrc has 0 polygons
2026-03-25 23:00:48 +0100: Memory Usage (462260K) : backmetal1_res has 0 polygons
2026-03-25 23:00:48 +0100: Memory Usage (462260K) : backmetal1_iprobe has 0 polygons
2026-03-25 23:00:48 +0100: Memory Usage (462260K) : backmetal1_diffprb has 0 polygons
2026-03-25 23:00:48 +0100: Memory Usage (462260K) : backpassiv_drw has 0 polygons
2026-03-25 23:00:48 +0100: Memory Usage (462260K) : res_drw has 0 polygons
2026-03-25 23:00:48 +0100: Memory Usage (462260K) : sram_drw has 0 polygons
2026-03-25 23:00:48 +0100: Memory Usage (462260K) : trans_drw has 0 polygons
2026-03-25 23:00:48 +0100: Memory Usage (462524K) : ind_drw has 0 polygons
2026-03-25 23:00:48 +0100: Memory Usage (462524K) : ind_pin has 0 polygons
2026-03-25 23:00:48 +0100: Memory Usage (462524K) : ind_text has 0 polygons
2026-03-25 23:00:48 +0100: Memory Usage (462524K) : salblock_drw has 7 polygons
2026-03-25 23:00:48 +0100: Memory Usage (464108K) : via2_drw has 7995 polygons
2026-03-25 23:00:48 +0100: Memory Usage (464108K) : metal3_drw has 67 polygons
2026-03-25 23:00:48 +0100: Memory Usage (464108K) : metal3_pin has 8 polygons
2026-03-25 23:00:48 +0100: Memory Usage (464108K) : metal3_mask has 0 polygons
2026-03-25 23:00:48 +0100: Memory Usage (464108K) : metal3_filler has 0 polygons
2026-03-25 23:00:48 +0100: Memory Usage (464108K) : metal3_nofill has 0 polygons
2026-03-25 23:00:48 +0100: Memory Usage (464108K) : metal3_slit has 0 polygons
2026-03-25 23:00:48 +0100: Memory Usage (464108K) : metal3_text has 0 polygons
2026-03-25 23:00:48 +0100: Memory Usage (464108K) : metal3_opc has 0 polygons
2026-03-25 23:00:48 +0100: Memory Usage (464108K) : metal3_noqrc has 0 polygons
2026-03-25 23:00:48 +0100: Memory Usage (464108K) : metal3_res has 0 polygons
2026-03-25 23:00:48 +0100: Memory Usage (464372K) : metal3_iprobe has 0 polygons
2026-03-25 23:00:48 +0100: Memory Usage (464372K) : metal3_diffprb has 0 polygons
2026-03-25 23:00:48 +0100: Memory Usage (464900K) : nwell_drw has 5 polygons
2026-03-25 23:00:48 +0100: Memory Usage (464900K) : nwell_pin has 0 polygons
2026-03-25 23:00:48 +0100: Memory Usage (464900K) : nbulay_drw has 0 polygons
2026-03-25 23:00:48 +0100: Memory Usage (464900K) : nbulay_pin has 0 polygons
2026-03-25 23:00:48 +0100: Memory Usage (465164K) : nbulay_block has 0 polygons
2026-03-25 23:00:48 +0100: Memory Usage (465164K) : emwind_drw has 0 polygons
2026-03-25 23:00:48 +0100: Memory Usage (465164K) : emwind_opc has 0 polygons
2026-03-25 23:00:48 +0100: Memory Usage (465164K) : deepco_drw has 0 polygons
2026-03-25 23:00:48 +0100: Memory Usage (465164K) : deepco_drw has 0 polygons
2026-03-25 23:00:48 +0100: Memory Usage (465428K) : mim_drw has 2 polygons
2026-03-25 23:00:48 +0100: Memory Usage (465428K) : edgeseal_drw has 0 polygons
2026-03-25 23:00:48 +0100: Memory Usage (465692K) : edgeseal_bound has 0 polygons
2026-03-25 23:00:48 +0100: Memory Usage (465692K) : substrate_drw has 723 polygons
2026-03-25 23:00:48 +0100: Memory Usage (465956K) : substrate_text has 0 polygons
2026-03-25 23:00:48 +0100: Memory Usage (465956K) : dfpad_drw has 0 polygons
2026-03-25 23:00:48 +0100: Memory Usage (465956K) : dfpad_pillar has 0 polygons
2026-03-25 23:00:48 +0100: Memory Usage (466220K) : dfpad_sbump has 0 polygons
2026-03-25 23:00:48 +0100: Memory Usage (466220K) : thickgateox_drw has 0 polygons
2026-03-25 23:00:48 +0100: Memory Usage (466220K) : pldb_drw has 0 polygons
2026-03-25 23:00:48 +0100: Memory Usage (466484K) : pwell_drw has 0 polygons
