# Logfile created on 2026-03-25 22:52:26 +0100 by logger.rb/v1.5.3
2026-03-25 22:52:26 +0100: Memory Usage (436960K) : Starting running IHP-SG13G2 KLayout DRC runset on /foss/designs/Design/xschem/IHP__OPA2251/OPA2251-main/layout/klayout/HPA.gds
2026-03-25 22:52:26 +0100: Memory Usage (436960K) : Ruby Version for klayout: 3.2.3
2026-03-25 22:52:26 +0100: Memory Usage (438732K) : Loading database to memory is complete.
2026-03-25 22:52:26 +0100: Memory Usage (438940K) : IHP-SG13G2 KLayout DRC runset output at: /foss/designs/Design/xschem/IHP__OPA2251/OPA2251-main/layout/klayout/drc_run_HPA/HPA_HPA_topmetal1.lyrdb
2026-03-25 22:52:26 +0100: Memory Usage (438940K) : Evaluate switches.
2026-03-25 22:52:26 +0100: Memory Usage (438940K) : tables selected: topmetal1
2026-03-25 22:52:26 +0100: Memory Usage (438940K) : KLayout will use 4 thread(s) in tiled mode.
2026-03-25 22:52:26 +0100: Memory Usage (438940K) : flat mode is enabled.
2026-03-25 22:52:26 +0100: Memory Usage (438940K) : FEOL enabled: false
2026-03-25 22:52:26 +0100: Memory Usage (438940K) : BEOL enabled: false
2026-03-25 22:52:26 +0100: Memory Usage (438940K) : OFFGRID enabled: true
2026-03-25 22:52:26 +0100: Memory Usage (438940K) : PIN enabled: false
2026-03-25 22:52:26 +0100: Memory Usage (438940K) : FORBIDDEN enabled: false
2026-03-25 22:52:26 +0100: Memory Usage (438940K) : RECOMMENDED enabled: true
2026-03-25 22:52:26 +0100: Memory Usage (438940K) : PreCheck DRC enabled: false
2026-03-25 22:52:26 +0100: Memory Usage (438940K) : CONNECTIVITY_RULES enabled: false.
2026-03-25 22:52:26 +0100: Memory Usage (438940K) : Read in polygons from layers.
2026-03-25 22:52:26 +0100: Memory Usage (441496K) : activ_drw has 198 polygons
2026-03-25 22:52:26 +0100: Memory Usage (441496K) : activ_pin has 0 polygons
2026-03-25 22:52:26 +0100: Memory Usage (441496K) : activ_mask has 0 polygons
2026-03-25 22:52:26 +0100: Memory Usage (441496K) : activ_filler has 0 polygons
2026-03-25 22:52:26 +0100: Memory Usage (441496K) : activ_nofill has 0 polygons
2026-03-25 22:52:26 +0100: Memory Usage (441496K) : activ_opc has 0 polygons
2026-03-25 22:52:26 +0100: Memory Usage (441496K) : activ_iopc has 0 polygons
2026-03-25 22:52:26 +0100: Memory Usage (441496K) : activ_noqrc has 0 polygons
2026-03-25 22:52:26 +0100: Memory Usage (441496K) : biwind_drw has 0 polygons
2026-03-25 22:52:26 +0100: Memory Usage (441496K) : biwind_opc has 0 polygons
2026-03-25 22:52:26 +0100: Memory Usage (441496K) : pemwind_drw has 0 polygons
2026-03-25 22:52:26 +0100: Memory Usage (442456K) : gatpoly_drw has 108 polygons
2026-03-25 22:52:26 +0100: Memory Usage (442648K) : gatpoly_pin has 124 polygons
2026-03-25 22:52:26 +0100: Memory Usage (442648K) : gatpoly_filler has 0 polygons
2026-03-25 22:52:26 +0100: Memory Usage (442648K) : gatpoly_nofill has 0 polygons
2026-03-25 22:52:26 +0100: Memory Usage (442648K) : gatpoly_opc has 0 polygons
2026-03-25 22:52:26 +0100: Memory Usage (442648K) : gatpoly_iopc has 0 polygons
2026-03-25 22:52:26 +0100: Memory Usage (442648K) : gatpoly_noqrc has 0 polygons
2026-03-25 22:52:26 +0100: Memory Usage (448980K) : cont_drw has 16803 polygons
2026-03-25 22:52:26 +0100: Memory Usage (448980K) : cont_opc has 0 polygons
2026-03-25 22:52:26 +0100: Memory Usage (448980K) : nsd_drw has 0 polygons
2026-03-25 22:52:26 +0100: Memory Usage (448980K) : nsd_block has 0 polygons
2026-03-25 22:52:26 +0100: Memory Usage (448980K) : metal1_drw has 390 polygons
2026-03-25 22:52:26 +0100: Memory Usage (448980K) : metal1_pin has 515 polygons
2026-03-25 22:52:26 +0100: Memory Usage (448980K) : metal1_mask has 0 polygons
2026-03-25 22:52:26 +0100: Memory Usage (448980K) : metal1_filler has 0 polygons
2026-03-25 22:52:26 +0100: Memory Usage (448980K) : metal1_nofill has 0 polygons
2026-03-25 22:52:26 +0100: Memory Usage (449016K) : metal1_slit has 0 polygons
2026-03-25 22:52:26 +0100: Memory Usage (449016K) : metal1_text has 0 polygons
2026-03-25 22:52:26 +0100: Memory Usage (449016K) : metal1_opc has 0 polygons
2026-03-25 22:52:26 +0100: Memory Usage (449016K) : metal1_noqrc has 0 polygons
2026-03-25 22:52:26 +0100: Memory Usage (449016K) : metal1_res has 0 polygons
2026-03-25 22:52:26 +0100: Memory Usage (449016K) : metal1_iprobe has 0 polygons
2026-03-25 22:52:26 +0100: Memory Usage (449016K) : metal1_diffprb has 0 polygons
2026-03-25 22:52:26 +0100: Memory Usage (449016K) : passiv_drw has 0 polygons
2026-03-25 22:52:26 +0100: Memory Usage (449016K) : passiv_pin has 0 polygons
2026-03-25 22:52:26 +0100: Memory Usage (449016K) : passiv_sbump has 0 polygons
2026-03-25 22:52:26 +0100: Memory Usage (449016K) : passiv_pillar has 0 polygons
2026-03-25 22:52:26 +0100: Memory Usage (449016K) : passiv_pdl has 0 polygons
2026-03-25 22:52:26 +0100: Memory Usage (449016K) : metal2_drw has 95 polygons
2026-03-25 22:52:26 +0100: Memory Usage (449016K) : metal2_pin has 11 polygons
2026-03-25 22:52:26 +0100: Memory Usage (449016K) : metal2_mask has 0 polygons
2026-03-25 22:52:26 +0100: Memory Usage (449268K) : metal2_filler has 0 polygons
2026-03-25 22:52:26 +0100: Memory Usage (449268K) : metal2_nofill has 0 polygons
2026-03-25 22:52:26 +0100: Memory Usage (449268K) : metal2_slit has 0 polygons
2026-03-25 22:52:26 +0100: Memory Usage (449268K) : metal2_text has 0 polygons
2026-03-25 22:52:26 +0100: Memory Usage (449268K) : metal2_opc has 0 polygons
2026-03-25 22:52:26 +0100: Memory Usage (449268K) : metal2_noqrc has 0 polygons
2026-03-25 22:52:26 +0100: Memory Usage (449268K) : metal2_res has 0 polygons
2026-03-25 22:52:26 +0100: Memory Usage (449332K) : metal2_iprobe has 0 polygons
