# Logfile created on 2026-03-25 22:52:29 +0100 by logger.rb/v1.5.3
2026-03-25 22:52:29 +0100: Memory Usage (437284K) : Starting running IHP-SG13G2 KLayout DRC runset on /foss/designs/Design/xschem/IHP__OPA2251/OPA2251-main/layout/klayout/HPA.gds
2026-03-25 22:52:29 +0100: Memory Usage (437284K) : Ruby Version for klayout: 3.2.3
2026-03-25 22:52:29 +0100: Memory Usage (439308K) : Loading database to memory is complete.
2026-03-25 22:52:29 +0100: Memory Usage (439532K) : IHP-SG13G2 KLayout DRC runset output at: /foss/designs/Design/xschem/IHP__OPA2251/OPA2251-main/layout/klayout/drc_run_HPA/HPA_HPA_topvia2.lyrdb
2026-03-25 22:52:29 +0100: Memory Usage (439532K) : Evaluate switches.
2026-03-25 22:52:29 +0100: Memory Usage (439532K) : tables selected: topvia2
2026-03-25 22:52:29 +0100: Memory Usage (439532K) : KLayout will use 4 thread(s) in tiled mode.
2026-03-25 22:52:29 +0100: Memory Usage (439532K) : flat mode is enabled.
2026-03-25 22:52:29 +0100: Memory Usage (439532K) : FEOL enabled: false
2026-03-25 22:52:29 +0100: Memory Usage (439532K) : BEOL enabled: false
2026-03-25 22:52:29 +0100: Memory Usage (439532K) : OFFGRID enabled: true
2026-03-25 22:52:29 +0100: Memory Usage (439532K) : PIN enabled: false
2026-03-25 22:52:29 +0100: Memory Usage (439532K) : FORBIDDEN enabled: false
2026-03-25 22:52:29 +0100: Memory Usage (439532K) : RECOMMENDED enabled: true
2026-03-25 22:52:29 +0100: Memory Usage (439532K) : PreCheck DRC enabled: false
2026-03-25 22:52:29 +0100: Memory Usage (439532K) : CONNECTIVITY_RULES enabled: false.
2026-03-25 22:52:29 +0100: Memory Usage (439532K) : Read in polygons from layers.
2026-03-25 22:52:29 +0100: Memory Usage (441916K) : activ_drw has 198 polygons
2026-03-25 22:52:29 +0100: Memory Usage (441916K) : activ_pin has 0 polygons
2026-03-25 22:52:29 +0100: Memory Usage (441916K) : activ_mask has 0 polygons
2026-03-25 22:52:29 +0100: Memory Usage (441916K) : activ_filler has 0 polygons
2026-03-25 22:52:29 +0100: Memory Usage (441916K) : activ_nofill has 0 polygons
2026-03-25 22:52:29 +0100: Memory Usage (441916K) : activ_opc has 0 polygons
2026-03-25 22:52:29 +0100: Memory Usage (441916K) : activ_iopc has 0 polygons
2026-03-25 22:52:29 +0100: Memory Usage (441916K) : activ_noqrc has 0 polygons
2026-03-25 22:52:29 +0100: Memory Usage (441916K) : biwind_drw has 0 polygons
2026-03-25 22:52:29 +0100: Memory Usage (441916K) : biwind_opc has 0 polygons
2026-03-25 22:52:29 +0100: Memory Usage (441916K) : pemwind_drw has 0 polygons
2026-03-25 22:52:29 +0100: Memory Usage (442824K) : gatpoly_drw has 108 polygons
2026-03-25 22:52:29 +0100: Memory Usage (443000K) : gatpoly_pin has 124 polygons
2026-03-25 22:52:29 +0100: Memory Usage (443000K) : gatpoly_filler has 0 polygons
2026-03-25 22:52:29 +0100: Memory Usage (443000K) : gatpoly_nofill has 0 polygons
2026-03-25 22:52:29 +0100: Memory Usage (443000K) : gatpoly_opc has 0 polygons
2026-03-25 22:52:29 +0100: Memory Usage (443000K) : gatpoly_iopc has 0 polygons
2026-03-25 22:52:29 +0100: Memory Usage (443000K) : gatpoly_noqrc has 0 polygons
2026-03-25 22:52:29 +0100: Memory Usage (449332K) : cont_drw has 16803 polygons
2026-03-25 22:52:29 +0100: Memory Usage (449332K) : cont_opc has 0 polygons
2026-03-25 22:52:29 +0100: Memory Usage (449332K) : nsd_drw has 0 polygons
2026-03-25 22:52:29 +0100: Memory Usage (449332K) : nsd_block has 0 polygons
2026-03-25 22:52:29 +0100: Memory Usage (449332K) : metal1_drw has 390 polygons
2026-03-25 22:52:29 +0100: Memory Usage (449332K) : metal1_pin has 515 polygons
2026-03-25 22:52:29 +0100: Memory Usage (449332K) : metal1_mask has 0 polygons
2026-03-25 22:52:29 +0100: Memory Usage (449332K) : metal1_filler has 0 polygons
2026-03-25 22:52:29 +0100: Memory Usage (449332K) : metal1_nofill has 0 polygons
2026-03-25 22:52:29 +0100: Memory Usage (449372K) : metal1_slit has 0 polygons
2026-03-25 22:52:29 +0100: Memory Usage (449372K) : metal1_text has 0 polygons
2026-03-25 22:52:29 +0100: Memory Usage (449372K) : metal1_opc has 0 polygons
2026-03-25 22:52:29 +0100: Memory Usage (449372K) : metal1_noqrc has 0 polygons
2026-03-25 22:52:29 +0100: Memory Usage (449372K) : metal1_res has 0 polygons
2026-03-25 22:52:29 +0100: Memory Usage (449372K) : metal1_iprobe has 0 polygons
2026-03-25 22:52:29 +0100: Memory Usage (449372K) : metal1_diffprb has 0 polygons
2026-03-25 22:52:29 +0100: Memory Usage (449372K) : passiv_drw has 0 polygons
2026-03-25 22:52:29 +0100: Memory Usage (449372K) : passiv_pin has 0 polygons
2026-03-25 22:52:29 +0100: Memory Usage (449372K) : passiv_sbump has 0 polygons
2026-03-25 22:52:29 +0100: Memory Usage (449372K) : passiv_pillar has 0 polygons
2026-03-25 22:52:29 +0100: Memory Usage (449372K) : passiv_pdl has 0 polygons
2026-03-25 22:52:29 +0100: Memory Usage (449372K) : metal2_drw has 95 polygons
2026-03-25 22:52:29 +0100: Memory Usage (449372K) : metal2_pin has 11 polygons
2026-03-25 22:52:29 +0100: Memory Usage (449372K) : metal2_mask has 0 polygons
2026-03-25 22:52:29 +0100: Memory Usage (449624K) : metal2_filler has 0 polygons
2026-03-25 22:52:29 +0100: Memory Usage (449624K) : metal2_nofill has 0 polygons
2026-03-25 22:52:29 +0100: Memory Usage (449624K) : metal2_slit has 0 polygons
2026-03-25 22:52:29 +0100: Memory Usage (449624K) : metal2_text has 0 polygons
2026-03-25 22:52:29 +0100: Memory Usage (449624K) : metal2_opc has 0 polygons
2026-03-25 22:52:29 +0100: Memory Usage (449624K) : metal2_noqrc has 0 polygons
2026-03-25 22:52:29 +0100: Memory Usage (449624K) : metal2_res has 0 polygons
2026-03-25 22:52:29 +0100: Memory Usage (449688K) : metal2_iprobe has 0 polygons
2026-03-25 22:52:29 +0100: Memory Usage (449688K) : metal2_diffprb has 0 polygons
2026-03-25 22:52:29 +0100: Memory Usage (449688K) : baspoly_drw has 0 polygons
2026-03-25 22:52:29 +0100: Memory Usage (449688K) : baspoly_pin has 0 polygons
2026-03-25 22:52:29 +0100: Memory Usage (449752K) : psd_drw has 24 polygons
2026-03-25 22:52:29 +0100: Memory Usage (449752K) : nldb_drw has 0 polygons
2026-03-25 22:52:29 +0100: Memory Usage (449752K) : digibnd_drw has 0 polygons
2026-03-25 22:52:29 +0100: Memory Usage (451860K) : via1_drw has 9590 polygons
2026-03-25 22:52:29 +0100: Memory Usage (451860K) : backmetal1_drw has 0 polygons
2026-03-25 22:52:29 +0100: Memory Usage (451968K) : backmetal1_pin has 0 polygons
2026-03-25 22:52:29 +0100: Memory Usage (451968K) : backmetal1_mask has 0 polygons
2026-03-25 22:52:29 +0100: Memory Usage (452032K) : backmetal1_filler has 0 polygons
2026-03-25 22:52:29 +0100: Memory Usage (452032K) : backmetal1_nofill has 0 polygons
2026-03-25 22:52:29 +0100: Memory Usage (452032K) : backmetal1_slit has 0 polygons
2026-03-25 22:52:29 +0100: Memory Usage (452032K) : backmetal1_text has 0 polygons
2026-03-25 22:52:29 +0100: Memory Usage (452032K) : backmetal1_opc has 0 polygons
2026-03-25 22:52:29 +0100: Memory Usage (452032K) : backmetal1_noqrc has 0 polygons
2026-03-25 22:52:29 +0100: Memory Usage (452032K) : backmetal1_res has 0 polygons
2026-03-25 22:52:29 +0100: Memory Usage (452032K) : backmetal1_iprobe has 0 polygons
2026-03-25 22:52:29 +0100: Memory Usage (452032K) : backmetal1_diffprb has 0 polygons
2026-03-25 22:52:29 +0100: Memory Usage (452032K) : backpassiv_drw has 0 polygons
2026-03-25 22:52:29 +0100: Memory Usage (452032K) : res_drw has 0 polygons
2026-03-25 22:52:29 +0100: Memory Usage (452096K) : sram_drw has 0 polygons
2026-03-25 22:52:29 +0100: Memory Usage (452096K) : trans_drw has 0 polygons
2026-03-25 22:52:29 +0100: Memory Usage (452160K) : ind_drw has 0 polygons
2026-03-25 22:52:29 +0100: Memory Usage (452160K) : ind_pin has 0 polygons
2026-03-25 22:52:29 +0100: Memory Usage (452160K) : ind_text has 0 polygons
2026-03-25 22:52:29 +0100: Memory Usage (452420K) : salblock_drw has 7 polygons
2026-03-25 22:52:29 +0100: Memory Usage (454268K) : via2_drw has 7995 polygons
2026-03-25 22:52:29 +0100: Memory Usage (454268K) : metal3_drw has 67 polygons
2026-03-25 22:52:29 +0100: Memory Usage (454268K) : metal3_pin has 8 polygons
2026-03-25 22:52:29 +0100: Memory Usage (454268K) : metal3_mask has 0 polygons
2026-03-25 22:52:29 +0100: Memory Usage (454268K) : metal3_filler has 0 polygons
2026-03-25 22:52:29 +0100: Memory Usage (454268K) : metal3_nofill has 0 polygons
2026-03-25 22:52:29 +0100: Memory Usage (454364K) : metal3_slit has 0 polygons
2026-03-25 22:52:29 +0100: Memory Usage (454364K) : metal3_text has 0 polygons
2026-03-25 22:52:29 +0100: Memory Usage (454364K) : metal3_opc has 0 polygons
2026-03-25 22:52:29 +0100: Memory Usage (454364K) : metal3_noqrc has 0 polygons
2026-03-25 22:52:29 +0100: Memory Usage (454364K) : metal3_res has 0 polygons
2026-03-25 22:52:29 +0100: Memory Usage (454364K) : metal3_iprobe has 0 polygons
2026-03-25 22:52:29 +0100: Memory Usage (454364K) : metal3_diffprb has 0 polygons
2026-03-25 22:52:29 +0100: Memory Usage (454624K) : nwell_drw has 5 polygons
2026-03-25 22:52:29 +0100: Memory Usage (454624K) : nwell_pin has 0 polygons
2026-03-25 22:52:29 +0100: Memory Usage (454624K) : nbulay_drw has 0 polygons
2026-03-25 22:52:29 +0100: Memory Usage (454624K) : nbulay_pin has 0 polygons
2026-03-25 22:52:29 +0100: Memory Usage (454624K) : nbulay_block has 0 polygons
2026-03-25 22:52:29 +0100: Memory Usage (454624K) : emwind_drw has 0 polygons
2026-03-25 22:52:29 +0100: Memory Usage (454624K) : emwind_opc has 0 polygons
2026-03-25 22:52:29 +0100: Memory Usage (454624K) : deepco_drw has 0 polygons
2026-03-25 22:52:29 +0100: Memory Usage (454624K) : deepco_drw has 0 polygons
2026-03-25 22:52:29 +0100: Memory Usage (454624K) : mim_drw has 2 polygons
2026-03-25 22:52:29 +0100: Memory Usage (454624K) : edgeseal_drw has 0 polygons
2026-03-25 22:52:29 +0100: Memory Usage (454624K) : edgeseal_bound has 0 polygons
2026-03-25 22:52:29 +0100: Memory Usage (454624K) : substrate_drw has 723 polygons
